string_field_0,string_field_3,string_field_6,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_45
United States of America,41435,Manager of Developers or Team Leader,,JavaScript,CSS,,,,SQL,C#,C++,C,,,,"$120,000 - $140,000"
United States of America,11,"Executive (VP of Eng, CTO, CIO, etc.)",,JavaScript,CSS,,,,SQL,C#,,,,,,"$120,000 - $140,000"
Australia,11,"Executive (VP of Eng, CTO, CIO, etc.)",Java,JavaScript,CSS,,,,SQL,C#,,,,,,"$120,000 - $140,000"
Other Asia,11,"Executive (VP of Eng, CTO, CIO, etc.)",Java,JavaScript,CSS,,,Ruby,SQL,,,,,,,"$120,000 - $140,000"
United States of America,11,"Executive (VP of Eng, CTO, CIO, etc.)",,,,,,Ruby,SQL,,,C,Perl,,,"$120,000 - $140,000"
United States of America,11,"Executive (VP of Eng, CTO, CIO, etc.)",,,,,,,SQL,C#,C++,C,,,,"$120,000 - $140,000"
United States of America,11,"Executive (VP of Eng, CTO, CIO, etc.)",,JavaScript,CSS,,,,,C#,C++,,,,,"$120,000 - $140,000"
United States of America,41310,Other,,JavaScript,CSS,PHP,,Ruby,,C#,C++,C,,,,Student / Unemployed
United Kingdom,11,Other,Java,,,,,,SQL,C#,C++,C,,,"F#, VB, Delphi",Student / Unemployed
United States of America,41310,Other,Java,JavaScript,CSS,PHP,,,SQL,,,,,,Coldfusion,Student / Unemployed
Canada,41435,Other,,JavaScript,CSS,PHP,Python,,,,C++,,,,X86 Assembly,Student / Unemployed
United States of America,41310,Other,,,,,,,,C#,,,,,,Student / Unemployed
United States of America,11,Other,,,,,,,,,,,Perl,,,Student / Unemployed
Other Europe,41310,Other,,JavaScript,CSS,PHP,,,,,,C,Perl,,,Student / Unemployed
United Kingdom,11,Other,,,,,,,,,C++,C,,,VB,Student / Unemployed
United States of America,41435,Other,Java,JavaScript,CSS,,Python,,,C#,,,,,AutoHotkey,Student / Unemployed
Canada,41435,Other,Java,JavaScript,CSS,PHP,Python,,SQL,,C++,C,,,,Student / Unemployed
South America,<2,Other,,JavaScript,CSS,PHP,,,,,,,,,HTML,Student / Unemployed
Germany,41310,Student,Java,,,,,,,,,,,,Haskell,Student / Unemployed
United States of America,41310,Student,Java,JavaScript,CSS,PHP,,,,,,,,,,Student / Unemployed
United Kingdom,41310,Student,,,CSS,,Python,,,,,,,,,Student / Unemployed
United Kingdom,41310,Student,Java,,,PHP,Python,,,C#,C++,C,,,,Student / Unemployed
Italy,41435,Student,,,,,,,,C#,C++,C,,,,Student / Unemployed
United States of America,41310,Student,Java,,,,Python,,,,,,,,,Student / Unemployed
United States of America,<2,Student,,,,,,,,,,,,None,,Student / Unemployed
United Kingdom,41310,Student,Java,JavaScript,CSS,PHP,,,,,C++,,,,XSLT,Student / Unemployed
United States of America,41310,Student,Java,JavaScript,CSS,PHP,Python,,,,C++,C,,,,Student / Unemployed
Netherlands,41435,Student,Java,,,,Python,,SQL,C#,C++,C,,,,Student / Unemployed
Germany,41310,Student,Java,,,PHP,Python,,,,,,,,,Student / Unemployed
Australia,41310,Student,Java,JavaScript,CSS,PHP,,,,,C++,C,,,,Student / Unemployed
India,41310,Student,,,,,,,,,C++,C,,,,Student / Unemployed
Italy,41435,Student,,,CSS,PHP,Python,,SQL,,,,,,,Student / Unemployed
Other Europe,41435,Student,Java,,CSS,,Python,,,,C++,,,,Haskell,Student / Unemployed
United States of America,41310,Student,Java,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,,Student / Unemployed
Australia,11,Student,,JavaScript,CSS,PHP,,,,,C++,C,Perl,,,Student / Unemployed
Canada,41310,Student,Java,,,,,,SQL,,,,Perl,,,Student / Unemployed
United States of America,11,Student,,JavaScript,CSS,PHP,,,SQL,,,,,,Objective-C,Student / Unemployed
United States of America,11,Student,,,,,,,SQL,,C++,,,,"COBOL, shell, awk",Student / Unemployed
United States of America,41435,Student,Java,,CSS,PHP,,,,C#,,,,,,Student / Unemployed
Germany,41310,Student,Java,,,,,,,C#,C++,C,,,Haskell,Student / Unemployed
Other Europe,41310,Student,,,,,,,,C#,C++,C,,,,Student / Unemployed
Germany,41310,Student,,,,,,,,,,,,,Objective-C,Student / Unemployed
Other Europe,<2,Student,Java,,,,,,,C#,,,,,,Student / Unemployed
United States of America,41435,Student,,JavaScript,CSS,PHP,,Ruby,SQL,,,C,,,,Student / Unemployed
Canada,41310,Student,Java,,CSS,PHP,,Ruby,SQL,,,,,,,Student / Unemployed
Other Europe,<2,Student,Java,,,,,,SQL,C#,C++,C,Perl,,,Student / Unemployed
Africa,41310,Student,Java,,,,,,,,,,,,,Student / Unemployed
Canada,41310,Student,,,CSS,,Python,Ruby,,,C++,C,Perl,,Haskell,Student / Unemployed
Other Europe,41435,Student,,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,,Student / Unemployed
Other Europe,41310,Student,,,,,,,,C#,,,,,,Student / Unemployed
Middle East,<2,Student,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Student / Unemployed
United Kingdom,41310,Student,Java,,,PHP,,,,,,,,,,Student / Unemployed
Africa,41310,Student,Java,,,,,,SQL,,,,,,,Student / Unemployed
United States of America,41310,Student,Java,JavaScript,,PHP,,Ruby,,C#,,,,,,Student / Unemployed
Netherlands,41435,Student,,JavaScript,CSS,PHP,,,SQL,,,C,,,"Objective-C, Cocoa",Student / Unemployed
United States of America,41435,Student,Java,,,PHP,Python,Ruby,SQL,C#,C++,C,,,,Student / Unemployed
Middle East,<2,Student,,,,,,,,,,,,None,,Student / Unemployed
Australasia,11,Student,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Student / Unemployed
Italy,<2,Student,Java,JavaScript,CSS,PHP,,,,,,,,,,Student / Unemployed
United States of America,41435,Student,,JavaScript,CSS,PHP,,,,,,,,,"Objective-C, VB.NET",Student / Unemployed
Australasia,41435,Student,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,,,,,Student / Unemployed
Other Europe,41435,Student,,JavaScript,,PHP,Python,,,,C++,C,,,,Student / Unemployed
United Kingdom,41310,Student,,,,,,,,,,,,,objective-c,Student / Unemployed
Other Europe,41435,Student,,JavaScript,CSS,PHP,,,,C#,C++,,,,,Student / Unemployed
United States of America,41310,Student,,,,,,,,,C++,,,,LSL,Student / Unemployed
South America,<2,Student,,,,,,,,,,C,,,,Student / Unemployed
United States of America,<2,Student,,,,,,,,,,,,,Objective-C (how is this not a choice),Student / Unemployed
United States of America,<2,Student,,,,,,,,C#,,,,,,Student / Unemployed
United States of America,<2,Student,Java,,CSS,,,,,C#,,,,,,Student / Unemployed
South America,41310,Student,,,,,,,SQL,C#,,,,,,Student / Unemployed
Other Europe,<2,Student,Java,JavaScript,CSS,PHP,,,,C#,C++,C,,,,Student / Unemployed
Canada,41310,Student,Java,,,PHP,,,SQL,C#,C++,C,,,,Student / Unemployed
Other Europe,<2,Student,,,,PHP,,,,,,,,,,Student / Unemployed
United States of America,11,Student,,,,,,,,C#,C++,C,,,"VB.NET, VB 6, VBScript, VBA",Student / Unemployed
United States of America,41310,Student,Java,JavaScript,,PHP,Python,,SQL,,C++,C,,,,Student / Unemployed
Australasia,41435,Student,Java,JavaScript,CSS,PHP,,Ruby,SQL,,,C,,,Scala,Student / Unemployed
United States of America,41310,Student,,JavaScript,CSS,PHP,,,,,,,,,,Student / Unemployed
Other Europe,<2,Student,,,,,,Ruby,,,C++,,,,,Student / Unemployed
United States of America,41310,Student,Java,JavaScript,CSS,PHP,,,,,C++,C,,,,Student / Unemployed
Other Asia,<2,Student,,,,,,,,,,C,,,,Student / Unemployed
Canada,41435,Student,Java,,CSS,,Python,,,C#,C++,C,,,Lisp,Student / Unemployed
United States of America,41310,Student,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,Student / Unemployed
United States of America,41310,Student,Java,JavaScript,CSS,,Python,,SQL,,C++,C,,,,Student / Unemployed
Other Europe,41310,Student,Java,JavaScript,CSS,PHP,Python,,SQL,,,,,,,Student / Unemployed
Other Europe,41435,Student,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,Object Pascal,Student / Unemployed
Other Europe,41310,Student,Java,,,,,,,C#,C++,C,,,,Student / Unemployed
Other Europe,<2,Student,,,,,,,,,C++,,,,,Student / Unemployed
Other Europe,41310,Student,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,Perl,,,Student / Unemployed
Germany,41435,Student,Java,,CSS,,Python,,,C#,C++,,,,,Student / Unemployed
United Kingdom,<2,Student,,,CSS,,,,,,,,,,,Student / Unemployed
Central America,41310,Student,,JavaScript,CSS,PHP,,,,,,,,,,Student / Unemployed
United States of America,41310,Student,Java,,,,Python,Ruby,,C#,,,,,f#,Student / Unemployed
United States of America,41310,Student,Java,JavaScript,,,,Ruby,,,,,,,,Student / Unemployed
United States of America,41310,Student,,JavaScript,CSS,PHP,,,SQL,,,,,,,Student / Unemployed
France,<2,Student,Java,,,,Python,,,,,,,,Tcl,Student / Unemployed
United Kingdom,41310,Student,,JavaScript,CSS,,Python,Ruby,,C#,,C,,,,Student / Unemployed
Other Asia,41310,Student,,JavaScript,,,,,,,C++,C,,,Objective-C,Student / Unemployed
Netherlands,41435,Student,Java,,CSS,PHP,Python,,SQL,C#,C++,C,,,"Assembly, Lisp, Scheme, LOLCODE",Student / Unemployed
Germany,41310,Student,Java,,,,Python,Ruby,,,,,,,"Haskell, Prolog",Student / Unemployed
India,41310,Student,,,,,,,SQL,C#,C++,C,,,VB.NET,Student / Unemployed
Mexico,41435,Student,,,CSS,PHP,,,,C#,C++,C,,,eiffel,Student / Unemployed
Middle East,41310,Student,Java,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,MATLAB,Student / Unemployed
United Kingdom,41310,Student,,JavaScript,CSS,PHP,,Ruby,SQL,C#,C++,C,,,,Student / Unemployed
United States of America,41310,Student,Java,,,PHP,Python,,SQL,C#,,,,,Scala,Student / Unemployed
United States of America,41310,Student,,,,,,,,,C++,C,Perl,,,Student / Unemployed
Canada,<2,Student,Java,JavaScript,CSS,PHP,,,,C#,,,,,,Student / Unemployed
United States of America,<2,Student,,,,,Python,,,,,,,,,Student / Unemployed
United States of America,41310,Student,,,,,Python,Ruby,,C#,C++,C,,,,Student / Unemployed
United States of America,41310,Student,,,,PHP,,Ruby,,,,,,,,Student / Unemployed
United States of America,11,Student,,,,,,,SQL,C#,C++,C,,,,Student / Unemployed
United States of America,<2,Student,,,,,,,,,,,,,actionscript 3,Student / Unemployed
Australia,41310,Student,Java,,,,,,,,C++,C,,,"lua, objective-c",Student / Unemployed
Russia,<2,Student,Java,,,,,,,,,C,,,,Student / Unemployed
South America,<2,Student,,,CSS,PHP,Python,,,,C++,C,,,,Student / Unemployed
Other Europe,11,Student,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,C,Perl,,,Student / Unemployed
United States of America,<2,Student,,,CSS,PHP,,,,C#,,,,,,Student / Unemployed
United States of America,41435,Student,Java,,,PHP,Python,Ruby,,C#,C++,C,,,,Student / Unemployed
Germany,41310,Student,,JavaScript,CSS,PHP,Python,,,,,,,,,Student / Unemployed
India,41310,Student,,,,,,,,,C++,C,,,,Student / Unemployed
United Kingdom,11,Student,Java,,,,,Ruby,,,C++,,,,lisp,Student / Unemployed
United States of America,41435,Student,Java,JavaScript,,,Python,,,C#,,,,,"VB.Net, F#",Student / Unemployed
United States of America,11,Student,Java,,CSS,,Python,Ruby,SQL,,,C,,,,Student / Unemployed
United Kingdom,41310,Student,,JavaScript,CSS,PHP,Python,Ruby,SQL,,C++,,,,,Student / Unemployed
Italy,41435,Student,Java,,,PHP,Python,,,,C++,C,,,,Student / Unemployed
Other Europe,41310,Student,Java,,,,Python,,,,,C,,,,Student / Unemployed
United States of America,41310,Student,,,,,,,,,,C,,,Objective-C,Student / Unemployed
United Kingdom,11,Student,Java,,,,,,SQL,C#,,,,,,Student / Unemployed
United States of America,41435,Student,,,,,,,,,,C,,,,Student / Unemployed
United States of America,41435,Student,Java,,CSS,PHP,Python,,SQL,,C++,C,,,,Student / Unemployed
Germany,11,Student,Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,,,,Student / Unemployed
United States of America,<2,Student,,,,,Python,,,,,,,,Haskell,Student / Unemployed
United States of America,41435,Student,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Student / Unemployed
United States of America,41435,Student,Java,JavaScript,CSS,PHP,Python,,SQL,C#,C++,C,,,,Student / Unemployed
United States of America,41435,Student,Java,JavaScript,,,Python,Ruby,,,,,,,,Student / Unemployed
Other Europe,41310,Student,,,,PHP,,,,C#,,,,,,Student / Unemployed
United Kingdom,41310,Student,Java,JavaScript,CSS,PHP,,,,,C++,C,,,,Student / Unemployed
United States of America,11,Student,Java,JavaScript,CSS,PHP,,,SQL,,,,,,KRL,Student / Unemployed
United States of America,<2,Student,,,,,,,,,,,,None,,Student / Unemployed
United States of America,11,Student,,,,,Python,,,,C++,C,,,,Student / Unemployed
Canada,<2,Student,,,,,,,,C#,,C,,,,Student / Unemployed
Canada,<2,Student,,JavaScript,CSS,,,,SQL,C#,,,,,,Student / Unemployed
Germany,41435,Student,,JavaScript,CSS,,Python,,,C#,C++,,,,"Java, Prolog",Student / Unemployed
Africa,41310,Student,,JavaScript,CSS,PHP,Python,,SQL,,,,,,,Student / Unemployed
Other Europe,41435,Student,,,,,,,,,,C,,,Java,Student / Unemployed
Middle East,<2,Student,,,,,,,,,,C,,,python,Student / Unemployed
Other Asia,<2,Student,,JavaScript,CSS,PHP,,,SQL,,,,,,,Student / Unemployed
United States of America,41310,Student,,JavaScript,CSS,,Python,,,,,C,,,Objective-C,Student / Unemployed
United Kingdom,41435,Student,,JavaScript,CSS,,,,SQL,C#,C++,C,,,,Student / Unemployed
Other Europe,<2,Student,,,,,,,,,C++,,,,"Java, Mathematica",Student / Unemployed
Other Europe,<2,Student,,JavaScript,CSS,PHP,,,SQL,C#,C++,C,,,,Student / Unemployed
Other Asia,41310,Student,,,,,,,,C#,C++,C,,,Java,Student / Unemployed
United States of America,41310,Student,,,,,,Ruby,,,,,,,Haskell,Student / Unemployed
Italy,<2,Student,,,,,Python,,,,,,,,,Student / Unemployed
Russia,41310,Student,,JavaScript,CSS,,,,,,,,,,,Student / Unemployed
United States of America,<2,Student,,JavaScript,CSS,,,,,,,,Perl,,"scheme, haskell",Student / Unemployed
Other Europe,41435,Student,,,CSS,PHP,Python,,,,C++,C,,,java,Student / Unemployed
United States of America,11,Student,,,,,,,,C#,C++,,,,"VB.NET, VB 6",Student / Unemployed
India,<2,Student,,,,,Python,,,,C++,,,,,Student / Unemployed
South America,<2,Student,,JavaScript,CSS,PHP,Python,,,,C++,,,,,Student / Unemployed
India,41310,Student,,JavaScript,CSS,,Python,,,,C++,C,,,,Student / Unemployed
United States of America,41310,Student,,JavaScript,CSS,PHP,Python,,SQL,,C++,C,,,,Student / Unemployed
South America,41435,Student,,JavaScript,CSS,PHP,,Ruby,SQL,,C++,C,,,,Student / Unemployed
United Kingdom,41310,Student,,JavaScript,CSS,PHP,,,SQL,,,,,,,Student / Unemployed
South America,<2,Student,,JavaScript,CSS,PHP,,,,C#,,,,,"VB.NET, Avisynth, Shell",Student / Unemployed
Other Europe,41310,Server Programmer,Java,,,,Python,,SQL,,,,,,,Student / Unemployed
France,41310,Server Programmer,Java,JavaScript,CSS,PHP,,,,C#,,,,,,Student / Unemployed
United Kingdom,11,Server Programmer,Java,,,,Python,,,,C++,,,,,Student / Unemployed
Africa,<2,Web Application Developer,,JavaScript,,,,,,,,,,,,Student / Unemployed
United States of America,41310,Web Application Developer,,,,,Python,,,,,,,,,Student / Unemployed
United States of America,11,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,Student / Unemployed
Netherlands,11,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,C#,,,,,,Student / Unemployed
United States of America,41310,Web Application Developer,,JavaScript,CSS,PHP,Python,,SQL,C#,C++,,,,,Student / Unemployed
Other Europe,41310,Web Application Developer,,JavaScript,CSS,PHP,,,,C#,,,,,,Student / Unemployed
United States of America,41310,Web Application Developer,,JavaScript,,,,,SQL,C#,,,,,,Student / Unemployed
India,41435,Web Application Developer,Java,,CSS,,,,,C#,C++,C,,,,Student / Unemployed
Other Europe,41310,Web Application Developer,,JavaScript,CSS,PHP,Python,,,,,,,,,Student / Unemployed
Other Europe,41310,Web Application Developer,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,C,,,,Student / Unemployed
United States of America,41435,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,HTML,Student / Unemployed
United States of America,41435,Web Application Developer,Java,,CSS,PHP,Python,Ruby,,,C++,C,Perl,,name it.,Student / Unemployed
Middle East,41310,Web Application Developer,,JavaScript,CSS,,,,,,,,,,,Student / Unemployed
Italy,41310,Web Application Developer,,JavaScript,CSS,,Python,,SQL,,,,,,,Student / Unemployed
Other Europe,11,Web Application Developer,,,,PHP,,,SQL,,,,,,,Student / Unemployed
Canada,41435,Web Application Developer,,,CSS,PHP,,,,,,,,,,Student / Unemployed
Middle East,41435,Web Application Developer,,JavaScript,CSS,,Python,,SQL,,C++,C,,,,Student / Unemployed
United States of America,41310,Web Application Developer,,,CSS,PHP,,,,,,,,,jquery,Student / Unemployed
South America,41435,Web Application Developer,Java,JavaScript,CSS,PHP,Python,,SQL,C#,,C,,,,Student / Unemployed
Other Asia,41310,Web Application Developer,,,,PHP,,,,,,,,,Actionscript 3,Student / Unemployed
Other Europe,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,Student / Unemployed
Other Asia,<2,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,Student / Unemployed
United States of America,41310,Web Application Developer,,,CSS,PHP,,Ruby,,,,,,,,Student / Unemployed
United States of America,41310,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,C#,,,,,VB.NET,Student / Unemployed
United States of America,11,Web Application Developer,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,,,,,,flex,Student / Unemployed
France,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,Student / Unemployed
Other Europe,41435,Web Application Developer,,,,PHP,,,,,,,,,,Student / Unemployed
Middle East,41310,Web Application Developer,,JavaScript,,,,,SQL,C#,,,,,,Student / Unemployed
United States of America,41310,Web Application Developer,Java,JavaScript,CSS,PHP,,,SQL,,,,,,,Student / Unemployed
United Kingdom,<2,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,,Student / Unemployed
Other Asia,41310,Web Application Developer,,JavaScript,CSS,,,,,,,,,,,Student / Unemployed
Other Europe,41310,Web Application Developer,,JavaScript,CSS,PHP,,,,,C++,,,,Haskell,Student / Unemployed
Other Europe,41310,Web Application Developer,,JavaScript,CSS,PHP,,,SQL,,,,,,php,Student / Unemployed
Other Europe,41310,Web Application Developer,,JavaScript,CSS,PHP,,Ruby,,,,,,,,Student / Unemployed
Canada,11,Web Application Developer,,JavaScript,CSS,,,Ruby,SQL,,C++,,,,,Student / Unemployed
Middle East,41310,Web Application Developer,,JavaScript,CSS,,,,SQL,C#,,,,,,Student / Unemployed
South America,<2,Web Application Developer,,JavaScript,CSS,,,Ruby,,,C++,,,,Groovy,Student / Unemployed
Other Europe,41310,Desktop Application Developer,,,CSS,,,,,,C++,C,,,Haskell,Student / Unemployed
Other Europe,41435,Desktop Application Developer,Java,,,,,,,,C++,,,,,Student / Unemployed
Germany,41310,Desktop Application Developer,Java,,,,,,,,,,,,"Objective-C, Smalltalk",Student / Unemployed
Germany,41435,Desktop Application Developer,Java,,,,Python,,,,,C,,,,Student / Unemployed
United States of America,<2,Desktop Application Developer,Java,,CSS,,,Ruby,,,,C,,,"Shell Scripting, Objective-C",Student / Unemployed
Canada,11,Desktop Application Developer,,JavaScript,CSS,PHP,,,SQL,,C++,C,,None,"Pascal, Assembler",Student / Unemployed
Other Europe,11,Desktop Application Developer,Java,,,,,,,,,,Perl,,Prolog,Student / Unemployed
United Kingdom,41435,Desktop Application Developer,,JavaScript,CSS,,Python,,SQL,C#,,,,,,Student / Unemployed
Middle East,41310,Desktop Application Developer,Java,,,,,,SQL,,C++,C,,,,Student / Unemployed
Other Asia,41435,Desktop Application Developer,,,,,,,,,C++,C,,,,Student / Unemployed
United States of America,11,Desktop Application Developer,,,,,,,,C#,,,,,PowerShell,Student / Unemployed
Middle East,<2,Desktop Application Developer,,,CSS,,Python,,,,C++,C,,,JAVA,Student / Unemployed
