string_field_0,string_field_4,string_field_5,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50
Sweden,6 - 10 years,System administrator,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,Perl,PHP,Python,,,Ruby,,,,,,SQL,,,,,,
United Kingdom,11+ years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Clarion
Sweden,1 - 2 years,Back-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Russian Federation,6 - 10 years,Business intelligence or data warehousing expert,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,Visual Basic,,,
Denmark,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Desktop developer,,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,,,,,,,,,,,,,Visual Basic,,,
Turkey,1 - 2 years,Enterprise level services developer,,,,,,,,,,,,Go,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
United Kingdom,2 - 5 years,Front-end web developer,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Canada,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,,,,,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Israel,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,Wordpress,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,Rust,,,,,SQL,,,,,,
Italy,2 - 5 years,Mobile developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Mobile developer,,,,C#,,,,,,,,,,Haskell,iOS,,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
India,6 - 10 years,Mobile developer - Android,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Mobile developer - Android,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,6 - 10 years,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUDA
United States,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bash
Switzerland,6 - 10 years,,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Belgium,2 - 5 years,Back-end web developer,,C++,,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,R,,Ruby,,,,,,SQL,,,,,,
Netherlands,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,MongoDB,,,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,Django
United States,6 - 10 years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
New Zealand,11+ years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,SQL,,,,,,
Sweden,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,EasyPlug
Netherlands,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Finland,2 - 5 years,Embedded application developer,,,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
India,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,Python,,Redis,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,,,,,,,AS3
Sweden,6 - 10 years,Front-end web developer,,,,C#,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Sweden,Less than 1 year,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Canada,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,1 - 2 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,Salesforce,,,,,,,,,,
Singapore,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Canada,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,Redis,Ruby,,,,,,SQL,,,,,,
Brazil,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,SQL,,,,,,
Germany,2 - 5 years,Graphics programmer,C,,,,,,,,,,,,,,,,,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
France,6 - 10 years,Machine learning developer,C,C++,C++11,,,,,,,,,,,,,,JavaScript,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
Germany,6 - 10 years,Mobile developer,,,C++11,,,,,,,,,,,,iOS,,,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,Mobile developer - iOS,,,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,Visual Basic,,,
Serbia,6 - 10 years,Product manager,C,C++,,C#,,,,,,,,,,Haskell,,,JavaScript,,Matlab,,,Objective-C,,,Python,,,,,,,,,SQL,,,,,,
Japan,Less than 1 year,Student,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,Student,C,C++,,C#,,,,,,,,Go,,,,Java,JavaScript,,,,Node.js,,,PHP,Python,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Canada,6 - 10 years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
N/A,2 - 5 years,Business intelligence or data warehousing expert,,C++,C++11,,,,,,,,,,Hadoop,Haskell,,Java,,LAMP,,,,,Perl,,Python,R,,,,,,,,SQL,SQL Server,,,,,
New Zealand,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,SAS
Germany,2 - 5 years,Desktop developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
N/A,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Desktop developer,,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Developer with a statistics or mathematics background,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,R,,,,,,,,,,,,,,
United States,11+ years,DevOps,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
France,6 - 10 years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Italy,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,,SQL Server,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Netherlands,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
France,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Switzerland,Less than 1 year,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,Ruby,,,,,,SQL,,,,,,Meteor
United Kingdom,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,Windows Phone,,
United States,1 - 2 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Belgium,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,6 - 10 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,Python,,,,,,,,,,,Swift,,,,
United States,1 - 2 years,,,,,,,,,,,,,Go,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,Python,R,,,,,,,,,,,,,,
Romania,6 - 10 years,Back-end web developer,C,C++,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,Python,,Redis,,,,,,,SQL,,,,,,
Czech Republic,6 - 10 years,Back-end web developer,,,,C#,,,,Clojure,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Australia,2 - 5 years,Designer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,Wordpress,
Singapore,6 - 10 years,Desktop developer,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Korea South,2 - 5 years,Desktop developer,C,C++,C++11,C#,,,,,,,,,,,,Java,,,,,,,Perl,PHP,Python,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Silverlight
Canada,6 - 10 years,Developer with a statistics or mathematics background,C,C++,,,,,,,,,,,,Haskell,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,6 - 10 years,DevOps,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,Ruby,,,Scala,,,,,,,,,
United Kingdom,1 - 2 years,Embedded application developer,C,,,C#,,,,,,,,,,,,,,,Matlab,,,,,,,,,,,,,,,,,,,,,
China,6 - 10 years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Australia,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coldfusion
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,Matlab,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Full-stack web developer,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,Ruby,,,Scala,,,SQL,SQL Server,,Visual Basic,,,
United States,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,Ruby,,,,,,,,,,,Wordpress,
Finland,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Ireland {Republic},11+ years,Full-stack web developer,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
Finland,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Spain,11+ years,Growth hacker,C,C++,C++11,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,Perl,PHP,,,,,,,,,,SQL,,,,,,
Hungary,2 - 5 years,Mobile developer,,,,C#,,,,,,,F#,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,Windows Phone,,
United States,6 - 10 years,Mobile developer,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Germany,1 - 2 years,Mobile developer - iOS,,,,,,,,,,,,,,,iOS,Java,JavaScript,,Matlab,,,,,,,,,,,,,,,,,Swift,,,,
Turkey,11+ years,Quality Assurance,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,SQL,,,Visual Basic,,,
Switzerland,2 - 5 years,Student,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,Scala,,,,,,,,,
Brazil,1 - 2 years,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,SQL,,,,,,Julia
Mexico,6 - 10 years,,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,Sharepoint,,,,,,,,XSLT
Austria,6 - 10 years,Back-end web developer,,,,C#,,,,,,,F#,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Macedonia,6 - 10 years,Back-end web developer,,,,,Cassandra,,,,,,,,,,,,,,,,,,,,Python,,Redis,,,,,,,SQL,,,,,,
United States,6 - 10 years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Kapow
United Kingdom,6 - 10 years,Business intelligence or data warehousing expert,,,,C#,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Netherlands,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
Germany,11+ years,Desktop developer,,C++,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
Germany,2 - 5 years,DevOps,,,,,Cassandra,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
France,6 - 10 years,Embedded application developer,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,11+ years,Embedded application developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Australia,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,RavenDB
United States,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HTML, CSS, LESS"
Netherlands,2 - 5 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Spain,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,Node.js,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
Estonia,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
N/A,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
Germany,2 - 5 years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
United States,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
Canada,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,iOS,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,,,Swift,,,Wordpress,React.js
France,2 - 5 years,Mobile developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,1 - 2 years,Mobile developer - Android,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,1 - 2 years,Student,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,6 - 10 years,System administrator,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Czech Republic,11+ years,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
France,6 - 10 years,,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Switzerland,1 - 2 years,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,Visual Basic,,,
United States,2 - 5 years,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Less than 1 year,Back-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,Redis,,,,,,,SQL,SQL Server,,,,,
Italy,11+ years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,LAMP,,MongoDB,,,,PHP,,,,,,,,,,SQL,,,,,,
Australia,2 - 5 years,Back-end web developer,,,C++11,C#,,,,,,,,Go,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,11+ years,Back-end web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Germany,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Back-end web developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,11+ years,Business intelligence or data warehousing expert,,,,,,,,Clojure,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,q
United Kingdom,6 - 10 years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United Kingdom,6 - 10 years,Data scientist,,C++,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,Scala,,,,,,,,,
France,11+ years,Desktop developer,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
New Zealand,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Netherlands,2 - 5 years,Developer with a statistics or mathematics background,C,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
United Kingdom,2 - 5 years,Embedded application developer,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
Canada,1 - 2 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,Go,,Haskell,,,JavaScript,,Matlab,MongoDB,Node.js,,,,,,,Ruby,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,,,,,,
Australia,1 - 2 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,,Python,,Redis,,,,,,,SQL,,,,,,
Portugal,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,,,,,,
Germany,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,F#,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,SQL,,Swift,,,,
United States,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Italy,2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
India,1 - 2 years,Mobile developer - Android,C,C++,,C#,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Taiwan,6 - 10 years,Mobile developer - Android,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Mobile developer - iOS,,C++,,C#,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Back-end web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,MongoDB,,,,,,,,,,,,,,,,,,,,
Canada,6 - 10 years,Business intelligence or data warehousing expert,,,,C#,,,,,,,F#,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Germany,2 - 5 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,PL/pgSQL
United Kingdom,2 - 5 years,Desktop developer,,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
Armenia,6 - 10 years,Developer with a statistics or mathematics background,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Australia,2 - 5 years,Developer with a statistics or mathematics background,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,Lua
United Kingdom,6 - 10 years,DevOps,,,,,,,,,,,,,,,,Java,,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,
France,11+ years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,6 - 10 years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,Groovy
France,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,1 - 2 years,Front-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,,,,,,,,SQL,SQL Server,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,,,,,,,
Finland,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,
Australia,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,Rust,,,,,,,,,,,
Italy,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,Wordpress,
Germany,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,,,,,,,,,,,,,,,,
Germany,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Greece,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Canada,2 - 5 years,Back-end web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,SQL Server,,,,,
Denmark,2 - 5 years,Data scientist,,,,C#,,,,,,,,,,,,,,,Matlab,,,,,,,R,,,,,,,,,,,,,,
United States,2 - 5 years,Desktop developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
