string_field_0,string_field_4,string_field_5,string_field_11,string_field_12,string_field_13,string_field_14,string_field_15,string_field_16,string_field_17,string_field_18,string_field_19,string_field_20,string_field_21,string_field_22,string_field_23,string_field_24,string_field_25,string_field_26,string_field_27,string_field_28,string_field_29,string_field_30,string_field_31,string_field_32,string_field_33,string_field_34,string_field_35,string_field_36,string_field_37,string_field_38,string_field_39,string_field_40,string_field_41,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50
Switzerland,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,selenium
United Kingdom,11+ years,Mobile developer,,,,C#,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,SQL Server,,,,,
United States,6 - 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,11+ years,DevOps,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Canada,11+ years,Embedded application developer,C,C++,,,,,,,,,,,,,iOS,,JavaScript,LAMP,Matlab,,,Objective-C,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,Objective-C,,,Python,,,,,,Scala,,,SQL,,Swift,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,Objective-C,,,,,Redis,,,,,,,SQL,SQL Server,,,Windows Phone,,Typescript
Germany,11+ years,,,,,,,,,,,,,,Hadoop,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Business intelligence or data warehousing expert,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,11+ years,Data scientist,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,SQL,,,,,,
United Kingdom,11+ years,Designer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Canada,11+ years,Desktop developer,,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
France,11+ years,Embedded application developer,C,C++,,,,,,,,,,,,,,,,,Matlab,,,,,PHP,,,,,,,,,,SQL,,,,,,
United States,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
United States,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
Australia,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,iOS,,JavaScript,LAMP,,,Node.js,,Perl,PHP,,,,,,Salesforce,,,,SQL,,,,,Wordpress,
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Ireland {Republic},11+ years,,,,,,,,,,,,,,,,,,,,,,,,Perl,,Python,,,Ruby,,,,,,,,,,,,
United States,11+ years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,,,,,,
Switzerland,2 - 5 years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Israel,6 - 10 years,Full-stack web developer,,C++,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,Hadoop,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
N/A,11+ years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,,,,,,,,,,,,,Salesforce,,,,SQL,SQL Server,,,,,
France,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,R,Redis,,,,,,,SQL,SQL Server,,Visual Basic,,,
Germany,11+ years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,Ruby,,,,,,SQL,,,,,,
France,11+ years,Product manager,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,2 - 5 years,,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,6 - 10 years,Embedded application developer,C,C++,C++11,C#,,,,,,,,,,,,,,,,,,,Perl,,Python,,,,,,,,,,,,,,,
United States,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,SQL Server,,Visual Basic,,,
United Kingdom,11+ years,Mobile developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
United States,11+ years,Business intelligence or data warehousing expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,11+ years,Full-stack web developer,C,C++,C++11,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,SQL Server,,,,,
Ireland {Republic},2 - 5 years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,Ruby,,Salesforce,,,,SQL,SQL Server,,,,,
United States,11+ years,System administrator,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,Drupal
United Kingdom,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
Norway,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
Switzerland,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Switzerland,11+ years,Mobile developer,,,,C#,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,SQL Server,,,Windows Phone,,Xamarin
United States,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,DevOps,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,R,,,,,,,,SQL,,,Visual Basic,,,
United States,11+ years,Embedded application developer,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,Scala,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,,SQL Server,,Visual Basic,,,
United Kingdom,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redis,,,,,,,,,,,,,"Erlang, Postgres"
United States,11+ years,Back-end web developer,,,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Back-end web developer,,,,,,,,Clojure,,,,Go,Hadoop,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,Cordova,,,,,Go,,,iOS,Java,JavaScript,,,MongoDB,Node.js,Objective-C,,,Python,,Redis,Ruby,,,Scala,,,SQL,,Swift,,,,
United States,11+ years,Mobile developer - iOS,,C++,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
United Kingdom,11+ years,Mobile developer - iOS,,,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,SQL,SQL Server,,,,,
Sweden,11+ years,Back-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,
New Zealand,11+ years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Back-end web developer,C,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,
Switzerland,11+ years,Data scientist,,,,,,,,,,,,,,,,,,,Matlab,,,,,,,R,,,,,,,,,,,Visual Basic,,,Fortran
United States,6 - 10 years,Enterprise level services developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,Cognos Powerhouse
Canada,11+ years,Full-stack web developer,,,,,,CoffeeScript,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,SQL Server,,,,,
Canada,11+ years,Full-stack web developer,,,,,Cassandra,CoffeeScript,Cordova,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,,,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,2 - 5 years,Mobile developer - iOS,C,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,
N/A,11+ years,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,11+ years,Back-end web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,,,,,,,Salesforce,,,,SQL,SQL Server,,,,,
Australia,6 - 10 years,Full-stack web developer,,,,C#,,CoffeeScript,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,Objective-C,,,,,,,,,,,,SQL,,,,,Wordpress,
United States,11+ years,Full-stack web developer,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,Ruby,,,,,,SQL,,,,,Wordpress,
United States,11+ years,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,2 - 5 years,Developer with a statistics or mathematics background,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,SQL,,,,,,SAS
United Kingdom,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,,,,,,,iOS,,,,,,,,,,,,,,,,,,,,,,,,,TypeScript
United States,6 - 10 years,Back-end web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,Node.js,,,PHP,Python,,Redis,,,,,,,SQL,,,,,,
Germany,6 - 10 years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
New Zealand,11+ years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Canada,11+ years,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,,,,,,Objective-C,Perl,PHP,,,,,,,,,,SQL,,Swift,,,Wordpress,
Israel,11+ years,,C,C++,,,,,,,,,,,,,iOS,Java,,,Matlab,,,Objective-C,,,Python,,,,,,,,,,,,,,,
Australia,11+ years,,C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,Ladder
United States,11+ years,Data scientist,,,,,,,,,,,,,,,,,,LAMP,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,
Argentina,11+ years,Desktop developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smalltalk
United States,6 - 10 years,Embedded application developer,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Switzerland,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,Redis,,,,,,,SQL,,,,,,
United Kingdom,1 - 2 years,Full-stack web developer,,,,,,,,,,,,,,,iOS,,,,,,,,,,,,,Ruby,,,,,,,,Swift,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,,,,,,,,Ruby,,,,,,SQL,,,,,,
United States,11+ years,Mobile developer - Android,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,11+ years,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,6 - 10 years,Back-end web developer,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,11+ years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,
Germany,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,Scala,,,SQL,,,,,,
New Zealand,11+ years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,,SQL Server,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,CoffeeScript,,Clojure,,,,Go,,,iOS,,JavaScript,,,,Node.js,Objective-C,,,,,Redis,Ruby,,,,,,SQL,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,F#,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,TypeScript
United States,6 - 10 years,Machine learning developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Japan,11+ years,Mobile developer - iOS,,,,C#,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,SQL,,,,,Wordpress,
Switzerland,6 - 10 years,Back-end web developer,,,C++11,C#,,,,,,,,,,,,,,,,,Node.js,,,,,,,,,,Scala,,,,,,,,,
Switzerland,6 - 10 years,Desktop developer,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Netherlands,11+ years,Developer with a statistics or mathematics background,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Canada,11+ years,Enterprise level services developer,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Canada,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,,,,,Wordpress,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,Hadoop,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,"Flask, Google App Engine, Splunk"
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,Node.js,,,,,,Redis,,,,,,,SQL,,,,,,
United States,2 - 5 years,Designer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,"coldfusion, labview"
Netherlands,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,SQL,,,,,,
France,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,Visual Basic,,,
Czech Republic,11+ years,DevOps,C,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,
United States,11+ years,Enterprise level services developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,Python,,Redis,,,,,,,,,,,,,
United Kingdom,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,Haskell,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,,,,,,,
United States,6 - 10 years,Machine learning developer,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,Scala,,,,,,,,,
United States,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,Groovy
United States,6 - 10 years,Data scientist,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,Python,R,,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,Go,,,,,JavaScript,LAMP,,,Node.js,,,,Python,,,,,,,,,SQL,SQL Server,,,,,
Norway,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,Visual Basic,,,
Switzerland,11+ years,System administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,11+ years,,,,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,DevOps,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Front-end web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,Redis,,,,,,,SQL,,,,,,
United Kingdom,11+ years,,C,C++,C++11,C#,,,,Clojure,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,MongoDB,Node.js,,Perl,,Python,,Redis,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,Data scientist,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,,,,,,PHP,Python,,,Ruby,,,,,,SQL,,,,,Wordpress,
Germany,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,11+ years,Desktop developer,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,11+ years,Enterprise level services developer,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,Wordpress,
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,Windows Phone,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Germany,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,6 - 10 years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,Protractor
Canada,11+ years,Full-stack web developer,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,2 - 5 years,Quality Assurance,,,,,Cassandra,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,Scala,,,SQL,,,,,Wordpress,Groovy
Germany,11+ years,Developer with a statistics or mathematics background,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
United States,6 - 10 years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,6 - 10 years,Full-stack web developer,C,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Australia,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,,,,,,,Ember
United Kingdom,Less than 1 year,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,,,C++,C++11,,,,,,,,,,,,iOS,,JavaScript,,,,,Objective-C,Perl,,,,,,,,,,,,,,,,,
Australia,6 - 10 years,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,Haskell,,,,,,MongoDB,,,,,,,,,,,,,,,SQL Server,,,,,
Denmark,2 - 5 years,Back-end web developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,,SQL Server,,,,,
United States,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,R,,,,,,,,SQL,,,,,,
Sweden,11+ years,Desktop developer,,C++,C++11,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Dojo
United States,11+ years,DevOps,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,Ruby,,,,,,,,,,,,
United States,11+ years,Embedded application developer,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
Israel,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
United States,6 - 10 years,Front-end web developer,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Germany,11+ years,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Ada
Germany,11+ years,,,,,,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,,,,
United States,6 - 10 years,Back-end web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,,
United States,11+ years,Enterprise level services developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,11+ years,Enterprise level services developer,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,groovy
United Kingdom,6 - 10 years,"Executive (VP of Eng., CTO, CIO, etc.)",,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,,,,,Objective-C,,,,,Redis,,,,,,,SQL,SQL Server,Swift,,,,
Norway,6 - 10 years,Mobile developer,,,,,,,Cordova,,,,,,,,iOS,Java,JavaScript,,,MongoDB,Node.js,Objective-C,,,Python,,,,,,,,,,,,,,,Django
United States,11+ years,Mobile developer - iOS,,,,,,,,,,,,,,,,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,
United States,11+ years,,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,6 - 10 years,Desktop developer,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,Windows Phone,,
Germany,11+ years,"Executive (VP of Eng., CTO, CIO, etc.)",C,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,Perl,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Sweden,11+ years,Full-stack web developer,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,Redis,Ruby,,,,,,SQL,,,,,,
United States,11+ years,Full-stack web developer,,,,C#,,CoffeeScript,,,,,,,,,,,,,,,Node.js,,,,,,,,,,,,,,SQL Server,,,,,
United Kingdom,11+ years,Full-stack web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,Redis,,,,,,,SQL,SQL Server,,,,,
United States,11+ years,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
New Zealand,11+ years,Back-end web developer,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,,
