string_field_0,string_field_4,string_field_6,string_field_55,string_field_56,string_field_57,string_field_58,string_field_59,string_field_60,string_field_61,string_field_62,string_field_63,string_field_64,string_field_65,string_field_66,string_field_67,string_field_68,string_field_69,string_field_100
South America,Software Products,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$20,000 - $40,000"
United States of America,Retail,Back-End Web Developer,100001,,,C#,Java,,,,,,,Python,,SQL,,">$140,000"
United States of America,Web Services,Back-End Web Developer,"<$1,000",,,,,,,,,,,Python,,SQL,,"$120,000 - $140,000"
United States of America,Web Services,Back-End Web Developer,Don't know,C,C++,C#,Java,JavaScript,jQuery,,,,,,,SQL,,"<$20,000"
United States of America,Consulting,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,JQuery,,,,,Ruby,,,"$60,000 - $80,000"
Russia,Web Services,Back-End Web Developer,"$1,001 - $5,000",,,,Java,JavaScript,jQuery,,,,,Python,,SQL,,"$40,000 - $60,000"
India,Web Services,Back-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"<$20,000"
Canada,Gaming,Back-End Web Developer,,,,C#,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,,"<$20,000"
United Kingdom,Software Products,Back-End Web Developer,Don't know,,,,Java,,,,,,,Python,,SQL,,Rather not say
Italy,Consulting,Back-End Web Developer,,,,,,JavaScript,jQuery,,,Objective-C,PHP,,,,,Rather not say
Other Europe,Consulting,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"$60,000 - $80,000"
United Kingdom,Manufacturing,Back-End Web Developer,Don't know,,C++,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,Rather not say
United States of America,Web Services,Back-End Web Developer,"$10,001 - $25,000",,C++,,Java,JavaScript,,,,,,Python,,,,">$140,000"
South America,Retail,Back-End Web Developer,"$25,001 - $100,000",,,,Java,JavaScript,jQuery,,,,PHP,,Ruby,SQL,"shell script, phing, capistrano, nginx","$20,000 - $40,000"
United States of America,Software Products,Back-End Web Developer,"<$1,000",,,,,,,,,Objective-C,,Python,Ruby,,,Rather not say
India,Consulting,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,Rather not say
Canada,Software Products,Back-End Web Developer,Don't know,C,C++,C#,Java,JavaScript,jQuery,,Node.js,Objective-C,PHP,Python,Ruby,SQL,,"$80,000 - $100,000"
Other Europe,Software Products,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,Rather not say
Middle East,Web Services,Back-End Web Developer,Don't know,,,,Java,,,,,,,Python,,SQL,,Rather not say
United States of America,Web Services,Back-End Web Developer,,,,C#,Java,,,,,,,Python,Ruby,,,"$100,000 - $120,000"
Germany,Web Services,Back-End Web Developer,Don't know,,,,Java,,,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Web Services,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,JQuery,,,,,,SQL,VB.net,Rather not say
United States of America,Education,Back-End Web Developer,,,,,,,,,,,PHP,Python,,SQL,,"$60,000 - $80,000"
Mexico,Other,Back-End Web Developer,Don't know,C,C++,,,JavaScript,,,,,PHP,,,SQL,,Student / Unemployed
Africa,Web Services,Back-End Web Developer,"$1,001 - $5,000",C,C++,C#,Java,JavaScript,jQuery,,,Objective-C,PHP,,Ruby,SQL,,Rather not say
United States of America,Web Services,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,
Other Europe,Software Products,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,Node.js,,,,,,,"$20,000 - $40,000"
Canada,Education,Back-End Web Developer,"$1,001 - $5,000",,,C#,Java,JavaScript,,,,,PHP,,,SQL,,"$80,000 - $100,000"
Netherlands,Web Services,Back-End Web Developer,"<$1,000",,,,,,,,,,PHP,,,SQL,,"$40,000 - $60,000"
India,Web Services,Back-End Web Developer,"<$1,000",,,,,,,,,,PHP,,,SQL,,Rather not say
Canada,Web Services,Back-End Web Developer,,,,,Java,,,,,,PHP,,,SQL,Perl,"$40,000 - $60,000"
United States of America,Web Services,Back-End Web Developer,"<$1,000",,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,Rather not say
United States of America,Web Services,Back-End Web Developer,Don't know,C,C++,,Java,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,"$20,000 - $40,000"
Canada,Software Products,Back-End Web Developer,,,,,Java,,,,,,,,,,,
United Kingdom,Consulting,Back-End Web Developer,"<$1,000",,,,Java,,,,,,,,,,,"$60,000 - $80,000"
United Kingdom,Web Services,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,PHP,,,SQL,,Rather not say
United States of America,Finance / Banking,Back-End Web Developer,,,C++,,Java,JavaScript,,,,,,,,SQL,,"$40,000 - $60,000"
Other Asia,Retail,Back-End Web Developer,,,,,Java,JavaScript,,,,,,,,,,"$40,000 - $60,000"
United States of America,Software Products,Back-End Web Developer,Don't know,,C++,,,JavaScript,jQuery,,Node.js,,PHP,Python,,,,"$80,000 - $100,000"
United States of America,Software Products,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,Node.js,,,,Ruby,SQL,,"$60,000 - $80,000"
Other Europe,Gaming,Back-End Web Developer,Don't know,,,,Java,,,,,,,,,SQL,,Rather not say
United States of America,Web Services,Back-End Web Developer,Don't know,,,,,JavaScript,,,,,,,Ruby,,,"$40,000 - $60,000"
Italy,Software Products,Back-End Web Developer,Don't know,,,,Java,,jQuery,,,,PHP,,,SQL,,Rather not say
United States of America,Web Services,Back-End Web Developer,Don't know,,,,Java,,,,,,,Python,,,XSLT XQUERY XML,"$100,000 - $120,000"
Canada,Finance / Banking,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,Ruby,,,"$40,000 - $60,000"
United States of America,Web Services,Back-End Web Developer,Don't know,C,C++,C#,,JavaScript,jQuery,,,Objective-C,PHP,Python,Ruby,SQL,,"$120,000 - $140,000"
Other Europe,Web Services,Back-End Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"<$20,000"
India,Software Products,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,,,"$20,000 - $40,000"
India,Software Products,Back-End Web Developer,,,,C#,,,,,,,,,,,,Rather not say
United States of America,Gaming,Back-End Web Developer,Don't know,,,,Java,JavaScript,,,,,PHP,Python,Ruby,SQL,,"$80,000 - $100,000"
United States of America,Software Products,Back-End Web Developer,,,,C#,,JavaScript,,,,,,,,SQL,,"$40,000 - $60,000"
Other Europe,Software Products,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,,groovy,"$60,000 - $80,000"
United Kingdom,Other,Back-End Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,,,,,,,,,,"$60,000 - $80,000"
India,Software Products,Back-End Web Developer,"<$1,000",,,,Java,,,,,,,,Ruby,,Scala,Rather not say
United States of America,Software Products,Back-End Web Developer,"<$1,000",C,,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,">$140,000"
United States of America,Web Services,Back-End Web Developer,Don't know,,,,Java,,,,,,,Python,Ruby,SQL,,"$80,000 - $100,000"
Other Europe,Web Services,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"<$20,000"
Germany,Software Products,Back-End Web Developer,Don't know,,,,Java,,,,,,,Python,,,,"$60,000 - $80,000"
United Kingdom,Web Services,Back-End Web Developer,,,,,,,,,,,,,,SQL,Coldfusion,"$40,000 - $60,000"
India,Web Services,Back-End Web Developer,"$1,001 - $5,000",C,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
United States of America,Web Services,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$80,000 - $100,000"
Other Europe,Web Services,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,Python,,SQL,,"$20,000 - $40,000"
United States of America,Consulting,Back-End Web Developer,"<$1,000",,,C#,Java,JavaScript,jQuery,,,,PHP,Python,,SQL,,Rather not say
United States of America,Software Products,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,Node.js,,PHP,Python,,SQL,,Rather not say
Other Europe,Software Products,Back-End Web Developer,Don't know,,,C#,,,,,,,PHP,,,SQL,"MongoDB, Zend Framework","<$20,000"
India,Other,Back-End Web Developer,"<$1,000",,,,Java,JavaScript,,,,,,,,,vxml,"<$20,000"
India,Web Services,Back-End Web Developer,Don't know,,,,Java,JavaScript,,,,,,,,SQL,,Rather not say
United Kingdom,Finance / Banking,Back-End Web Developer,,,C++,C#,,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
United States of America,Software Products,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,Node.js,,,,,SQL,Scala,"$100,000 - $120,000"
Australia,Web Services,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
Other Europe,Web Services,Back-End Web Developer,Don't know,,,,Java,JavaScript,,,,,PHP,,Ruby,SQL,,Rather not say
United States of America,Web Services,Back-End Web Developer,,,,,Java,,,,,,,Python,,SQL,,"$60,000 - $80,000"
United States of America,Advertising,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,,,Ruby,,,"$80,000 - $100,000"
Other Europe,Web Services,Back-End Web Developer,,,C++,,Java,JavaScript,,,,,,,Ruby,SQL,,"<$20,000"
United States of America,Finance / Banking,Back-End Web Developer,100001,,,C#,,JavaScript,jQuery,,,,,,,SQL,,Rather not say
Other Europe,Software Products,Back-End Web Developer,,,,C#,,,,,,,,,,,,"$20,000 - $40,000"
Canada,Software Products,Back-End Web Developer,Don't know,,,,Java,JavaScript,,,,,,,,SQL,"Flex, WebServices","$60,000 - $80,000"
Other Europe,Consulting,Back-End Web Developer,Don't know,,,C#,,,,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Manufacturing,Back-End Web Developer,"$10,001 - $25,000",,,,Java,,,,,,,Python,,,,"$100,000 - $120,000"
Other Europe,Web Services,Back-End Web Developer,,,,,,JavaScript,,,,,PHP,,,SQL,,Rather not say
Other Europe,Other,Back-End Web Developer,,C,,,Java,,,,,,,,,,,
United Kingdom,Healthcare,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$40,000 - $60,000"
United States of America,Software Products,Back-End Web Developer,,,,,Java,JavaScript,,,,,,Python,,SQL,,"$80,000 - $100,000"
United States of America,Manufacturing,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,SQL,,Rather not say
United States of America,Web Services,Back-End Web Developer,,,,,Java,,,,,,,,,,,Rather not say
United States of America,Web Services,Back-End Web Developer,"$10,001 - $25,000",,,,Java,JavaScript,jQuery,JQuery,,,PHP,,,SQL,,"$20,000 - $40,000"
Russia,Software Products,Back-End Web Developer,Don't know,,,,Java,,jQuery,,,,,,,,delphi,"$20,000 - $40,000"
India,Software Products,Back-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,Ruby,SQL,,"<$20,000"
United States of America,Retail,Back-End Web Developer,"<$1,000",,,C#,,JavaScript,jQuery,,,,PHP,,,,MySql / VbScript,"$20,000 - $40,000"
United States of America,Finance / Banking,Back-End Web Developer,"$1,001 - $5,000",,,C#,,JavaScript,jQuery,,Node.js,,,,,SQL,,">$140,000"
Canada,Web Services,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,Python,Ruby,,,"$40,000 - $60,000"
Russia,Web Services,Back-End Web Developer,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,,PHP,,Ruby,,,"<$20,000"
Netherlands,Web Services,Back-End Web Developer,Don't know,,,C#,,,jQuery,,,,PHP,,,SQL,,"<$20,000"
Other Europe,Web Services,Back-End Web Developer,"$10,001 - $25,000",,,,,JavaScript,jQuery,,,,,Python,,SQL,,"$60,000 - $80,000"
Middle East,Software Products,Back-End Web Developer,Don't know,,,C#,,,jQuery,,,,,,,,,"<$20,000"
Canada,Healthcare,Back-End Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
Australasia,Web Services,Back-End Web Developer,"<$1,000",,C++,,,JavaScript,,,,,PHP,,,SQL,,Student / Unemployed
Other Europe,Web Services,Back-End Web Developer,Don't know,,C++,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
Other Europe,Finance / Banking,Back-End Web Developer,,,,,,,jQuery,,,,,,,SQL,Dojo,"$20,000 - $40,000"
Other Europe,Finance / Banking,Back-End Web Developer,Don't know,C,,,,JavaScript,jQuery,JQuery,,,PHP,Python,,SQL,,"<$20,000"
Canada,Healthcare,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
South America,Web Services,Back-End Web Developer,100001,,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
Other Europe,Web Services,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,,,Rather not say
Other Europe,Software Products,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,Python,,SQL,,"$20,000 - $40,000"
Other Europe,Web Services,Back-End Web Developer,,,,,Java,,,,,,PHP,,,SQL,,Rather not say
United States of America,Other,Back-End Web Developer,,,C++,,,,,,,,,Python,,SQL,,">$140,000"
United States of America,Web Services,Back-End Web Developer,,,,C#,,JavaScript,,,,,,Python,,SQL,,"$40,000 - $60,000"
United States of America,Web Services,Back-End Web Developer,,,,C#,Java,JavaScript,jQuery,,,,,,Ruby,SQL,,"$20,000 - $40,000"
Other Asia,Advertising,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,,,"$20,000 - $40,000"
United States of America,Web Services,Back-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$60,000 - $80,000"
Other Europe,Web Services,Back-End Web Developer,Don't know,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
Germany,Advertising,Back-End Web Developer,"$1,001 - $5,000",,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
India,Gaming,Back-End Web Developer,"$10,001 - $25,000",,C++,,,JavaScript,jQuery,,,,PHP,Python,,SQL,,"<$20,000"
United States of America,Healthcare,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Consulting,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
Africa,Software Products,Back-End Web Developer,"$10,001 - $25,000",,,C#,,,jQuery,,,,,,,SQL,,"<$20,000"
Australasia,Consulting,Back-End Web Developer,"$10,001 - $25,000",,,,Java,JavaScript,,,,,,,,,,Rather not say
Other Europe,Other,Back-End Web Developer,,,,,Java,,,,,,,,,SQL,,"$20,000 - $40,000"
Other Europe,Software Products,Back-End Web Developer,,,,,Java,,,,,,,,,,,"$20,000 - $40,000"
Germany,Software Products,Back-End Web Developer,Don't know,,,C#,Java,JavaScript,jQuery,,,,,,,,,"$40,000 - $60,000"
Russia,Software Products,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$20,000 - $40,000"
United States of America,Consulting,Back-End Web Developer,"<$1,000",,,,Java,JavaScript,jQuery,,,,PHP,,,,,Rather not say
United States of America,Software Products,Back-End Web Developer,Don't know,,,,,JavaScript,,JQuery,,,,,,SQL,VB.NET,"$60,000 - $80,000"
Australia,Web Services,Back-End Web Developer,Don't know,,,C#,,,jQuery,,,,PHP,,,SQL,,
South America,Web Services,Back-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"<$20,000"
United States of America,Software Products,Back-End Web Developer,Don't know,,,,Java,,,,,,,,,SQL,,">$140,000"
India,Consulting,Back-End Web Developer,,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Web Services,Back-End Web Developer,Don't know,,C++,,,JavaScript,jQuery,,,,PHP,,,,,"$60,000 - $80,000"
United Kingdom,Software Products,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$20,000 - $40,000"
United States of America,Finance / Banking,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,,,,,,"$120,000 - $140,000"
Other Europe,Finance / Banking,Back-End Web Developer,100001,,,,Java,JavaScript,jQuery,,Node.js,,PHP,,,SQL,scala,"$120,000 - $140,000"
United Kingdom,Manufacturing,Back-End Web Developer,,,,,Java,,,,,,,,,,,"$40,000 - $60,000"
Middle East,Web Services,Back-End Web Developer,"$1,001 - $5,000",C,C++,,Java,JavaScript,jQuery,,,,PHP,Python,,,,"$20,000 - $40,000"
Russia,Software Products,Back-End Web Developer,Don't know,C,C++,,,,,,,,,Python,,SQL,,"$20,000 - $40,000"
Germany,Finance / Banking,Back-End Web Developer,Don't know,,,,,,,,,,PHP,,,,,"$60,000 - $80,000"
India,Software Products,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,,,SQL,,"$20,000 - $40,000"
Other Asia,Web Services,Back-End Web Developer,"<$1,000",,,,,,,,,,,Python,,,,"<$20,000"
United States of America,Web Services,Back-End Web Developer,Don't know,C,,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,,"$40,000 - $60,000"
Other Europe,Other,Back-End Web Developer,"$1,001 - $5,000",,C++,C#,Java,JavaScript,jQuery,,,,PHP,,,SQL,python,"$20,000 - $40,000"
United States of America,Manufacturing,Back-End Web Developer,Don't know,,,,Java,,,,,,PHP,,,SQL,Groovy,"$100,000 - $120,000"
United States of America,Other,Back-End Web Developer,Don't know,,,,Java,JavaScript,jQuery,,,,PHP,,,SQL,ASP,"$60,000 - $80,000"
Canada,Software Products,Back-End Web Developer,Don't know,,C++,,Java,,,,,,PHP,Python,,,,Rather not say
United States of America,Retail,Back-End Web Developer,100001,,,C#,Java,,,,,,,,,SQL,,"$100,000 - $120,000"
United States of America,Software Products,Back-End Web Developer,,,,C#,Java,,,,,,,,,,,"$60,000 - $80,000"
United Kingdom,Consulting,Back-End Web Developer,,,,,Java,JavaScript,jQuery,,,,,,Ruby,SQL,,"$40,000 - $60,000"
Canada,Web Services,Back-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$80,000 - $100,000"
United States of America,Web Services,Back-End Web Developer,"$10,001 - $25,000",,C++,,,JavaScript,,,Node.js,Objective-C,,,,,MongoDB,"$100,000 - $120,000"
United States of America,Software Products,Database Administrator,Don't know,,,,,,,,,,,,,SQL,,"$120,000 - $140,000"
United States of America,Web Services,Database Administrator,Don't know,,,C#,,JavaScript,,,,,,Python,,,AutoLisp,"<$20,000"
United States of America,Other,Database Administrator,,,,,Java,,,,,,PHP,,,SQL,Octave,"$40,000 - $60,000"
United States of America,Healthcare,Database Administrator,"$25,001 - $100,000",,,,,,,,,,,,,SQL,PL/SQL,"$60,000 - $80,000"
Other Europe,Healthcare,Database Administrator,Don't know,C,,,Java,JavaScript,,,,,,Python,,SQL,,"$40,000 - $60,000"
United States of America,Other,Database Administrator,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,VB,"$40,000 - $60,000"
United States of America,Web Services,Database Administrator,"<$1,000",,,,,,,,,,PHP,,,SQL,Perl,"$120,000 - $140,000"
United States of America,Finance / Banking,Database Administrator,,,,C#,,,,,,,,,,SQL,,"$60,000 - $80,000"
United States of America,Consulting,Database Administrator,"<$1,000",,,,,,,,,,,,,SQL,Powershell,Rather not say
France,Software Products,Database Administrator,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$20,000 - $40,000"
United Kingdom,Education,Database Administrator,"$25,001 - $100,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"$60,000 - $80,000"
United States of America,Software Products,Database Administrator,,C,,,Java,,,,,,,,,SQL,,"$80,000 - $100,000"
Russia,Software Products,Database Administrator,Don't know,,,,,,,,,,,,,SQL,pascal,"<$20,000"
United States of America,Other,Database Administrator,"$1,001 - $5,000",,,C#,,,,,,,,,,SQL,,"$80,000 - $100,000"
United Kingdom,Finance / Banking,Database Administrator,Don't know,,,C#,,,,,,,,,,SQL,,"$120,000 - $140,000"
United States of America,Consulting,Database Administrator,"$1,001 - $5,000",,,,,JavaScript,jQuery,,,,,Python,,SQL,,"$60,000 - $80,000"
India,Other,Database Administrator,"$10,001 - $25,000",,,,,,,,,,PHP,,,SQL,,"$20,000 - $40,000"
Australasia,Software Products,Database Administrator,"$1,001 - $5,000",,,,,,,,,,,Python,,SQL,,"$20,000 - $40,000"
Australia,Manufacturing,Front-End Web Developer,Don't know,,,C#,,JavaScript,jQuery,,,,,,,SQL,,"$60,000 - $80,000"
Other Asia,Web Services,Front-End Web Developer,Don't know,,,,,JavaScript,jQuery,,Node.js,,PHP,,,,,Rather not say
Other Europe,Retail,Front-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,,SQL,,"<$20,000"
North America (Other),Software Products,Front-End Web Developer,,,,,,JavaScript,jQuery,,,,,,,,,"$80,000 - $100,000"
France,Web Services,Front-End Web Developer,"<$1,000",,,,,JavaScript,jQuery,,,,PHP,,,SQL,"HTML, CSS","$20,000 - $40,000"
India,Software Products,Front-End Web Developer,Don't know,,,,Java,,,,,,,,,,GWT,"$20,000 - $40,000"
Other Europe,Web Services,Front-End Web Developer,,,,,,JavaScript,jQuery,,,,PHP,,Ruby,,,"$80,000 - $100,000"
Netherlands,Software Products,Front-End Web Developer,,,,,,,,JQuery,,,,,,,JavaScript,Student / Unemployed
United Kingdom,Web Services,Front-End Web Developer,"<$1,000",,C++,,,JavaScript,jQuery,,,,PHP,,,SQL,,Rather not say
