string_field_0,string_field_5,string_field_6,string_field_7,string_field_42,string_field_43,string_field_44,string_field_45,string_field_46,string_field_47,string_field_48,string_field_49,string_field_50,string_field_51,string_field_52,string_field_53
China,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,SQL,
Romania,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,Java,,,,,,,,
Bangladesh,6/10/2014,Manager of Developers or Team Leader,"<$20,000",C,,,Java,,,Objective-C,PHP,,,SQL,
Mexico,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,,,,,,,,SQL,
India,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",C,C++,,Java,JavaScript,,,,,,,
Bangladesh,6/10/2014,Manager of Developers or Team Leader,"<$20,000",C,,,Java,,,,,Python,,,
Turkey,6/10/2014,Manager of Developers or Team Leader,Rather not say,C,,C#,Java,JavaScript,,,,,,SQL,
Macedonia [FYROM],6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,,,,,,,,SQL,SharePoint
Australia,6/10/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",,,,,JavaScript,Node.js,,PHP,,Ruby,SQL,
United Arab Emirates,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,JavaScript,Node.js,,,,,,Haskell
Malaysia,11,Manager of Developers or Team Leader,"$20,000 - $40,000",,C++,,Java,JavaScript,,,PHP,,,SQL,
Italy,11,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,Java,JavaScript,Node.js,,PHP,,,SQL,
India,6/10/2014,Manager of Developers or Team Leader,"$40,000 - $60,000",,,C#,Java,,,Objective-C,PHP,,,SQL,
India,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,Java,JavaScript,,,,,,SQL,"SDL Tridion, WCF, Alfresco, Spring MVC"
Italy,6/10/2014,Manager of Developers or Team Leader,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,
Bulgaria,11,Manager of Developers or Team Leader,"$20,000 - $40,000",,,,,JavaScript,Node.js,,,Python,,SQL,
United States,11,Manager of Developers or Team Leader,">$140,000",,,C#,,,,,,,,,
United States,11,Manager of Developers or Team Leader,,C,,C#,Java,JavaScript,,,PHP,Python,,SQL,
Iran,11,Manager of Developers or Team Leader,,,,C#,Java,,,,,,,,
France,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,,,JavaScript,,,PHP,,,SQL,
China,2/5/2014,Manager of Developers or Team Leader,Rather not say,,,,,,,,,Python,,,
Brazil,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,,C#,Java,JavaScript,,,,Python,Ruby,SQL,Perl
Czech Republic,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,,,Java,,,,,,,SQL,
India,11,Manager of Developers or Team Leader,Rather not say,,,,Java,,,,,,,SQL,"Android,Servlet"
Israel,<2,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,,,,,,,,SQL,
Ukraine,2/5/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,,JavaScript,,,,Python,,,Haxe
United States,<2,Manager of Developers or Team Leader,,,,,,,,,,,,,vba
United States,11,Manager of Developers or Team Leader,"$80,000 - $100,000",,,,,,,,,,,,
United States,11,Manager of Developers or Team Leader,,,,,Java,JavaScript,,Objective-C,,Python,,,
Belgium,11,Manager of Developers or Team Leader,"$80,000 - $100,000",,,,Java,,,,,,,,
India,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,,,,,,PHP,,,SQL,
Pakistan,6/10/2014,Manager of Developers or Team Leader,,,,C#,,JavaScript,,,PHP,,,,Backbone.js
Ukraine,11,Manager of Developers or Team Leader,"$20,000 - $40,000",C,,,,,,,,Python,,,Erlang
Russia,6/10/2014,Manager of Developers or Team Leader,"$40,000 - $60,000",,C++,,,,,,,,,SQL,
Turkey,6/10/2014,Manager of Developers or Team Leader,"<$20,000",C,C++,C#,Java,JavaScript,,Objective-C,,,,SQL,
United States,6/10/2014,Manager of Developers or Team Leader,"$120,000 - $140,000",,,C#,,JavaScript,,,,,,SQL,extjs
Hong Kong,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,C++,,,JavaScript,Node.js,,PHP,,,,
Russia,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,,Java,JavaScript,Node.js,,PHP,Python,,SQL,
Romania,11,Manager of Developers or Team Leader,"<$20,000",,,,,JavaScript,,,,Python,,,
China,6/10/2014,Manager of Developers or Team Leader,"$40,000 - $60,000",,,,Java,JavaScript,Node.js,,,,,SQL,
India,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,C#,,,,,,,,SQL,
Germany,11,Manager of Developers or Team Leader,Rather not say,,C++,C#,,JavaScript,,,,,,,
India,2/5/2014,Manager of Developers or Team Leader,"$60,000 - $80,000",,,,Java,JavaScript,,,PHP,,Ruby,SQL,
United States,6/10/2014,Manager of Developers or Team Leader,"$60,000 - $80,000",,,,Java,,,,,,,SQL,Android
Germany,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,,Java,JavaScript,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,">$140,000",,,C#,,,,,,,,SQL,
United Kingdom,11,Manager of Developers or Team Leader,"$60,000 - $80,000",,,C#,Java,JavaScript,,,PHP,,,SQL,
United States,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,,,,,,,SQL,
Italy,2/5/2014,Manager of Developers or Team Leader,"<$20,000",,,,Java,JavaScript,,,PHP,,,SQL,
India,11,Manager of Developers or Team Leader,,,,,Java,JavaScript,,,,Python,,SQL,
Brazil,11,Manager of Developers or Team Leader,"$40,000 - $60,000",C,C++,C#,Java,JavaScript,,Objective-C,,,Ruby,,
Poland,6/10/2014,Manager of Developers or Team Leader,,,,C#,Java,JavaScript,,,PHP,Python,,SQL,Groovy
Singapore,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,,,,JavaScript,Node.js,,,,,,
United States,6/10/2014,Manager of Developers or Team Leader,"$60,000 - $80,000",,,,Java,JavaScript,,,,Python,Ruby,SQL,Perl
India,2/5/2014,Manager of Developers or Team Leader,Rather not say,,,C#,Java,JavaScript,,Objective-C,,,,SQL,Android
Germany,11,Manager of Developers or Team Leader,">$140,000",C,C++,,,JavaScript,Node.js,,,Python,,SQL,
India,2/5/2014,Manager of Developers or Team Leader,"<$20,000",C,C++,,,,,Objective-C,,,,SQL,
United Kingdom,11,Manager of Developers or Team Leader,Rather not say,,,C#,,,,,,,,SQL,
India,2/5/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,C++,,,JavaScript,,,PHP,,,,MongoDB
United Kingdom,11,Manager of Developers or Team Leader,,,,C#,,,,,PHP,,,,
Iran,6/10/2014,Manager of Developers or Team Leader,"<$20,000",,,,Java,JavaScript,,,,Python,,SQL,Lua
United States,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,C#,,JavaScript,,,PHP,,,,
Israel,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,C#,,JavaScript,,,,,,,
United States,11,Manager of Developers or Team Leader,">$140,000",,,C#,,JavaScript,,,PHP,Python,,SQL,
Germany,11,Manager of Developers or Team Leader,Rather not say,,,,Java,,,,,,,SQL,
Israel,6/10/2014,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,,
United States,2/5/2014,Manager of Developers or Team Leader,"$60,000 - $80,000",,,C#,Java,JavaScript,,,PHP,,,SQL,
Russia,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,,Java,JavaScript,Node.js,,PHP,,,,Groovy
United Kingdom,11,Manager of Developers or Team Leader,">$140,000",,,C#,Java,JavaScript,Node.js,,,,,SQL,
Iran,6/10/2014,Manager of Developers or Team Leader,"<$20,000",,,,Java,JavaScript,Node.js,,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$120,000 - $140,000",C,,,,,,Objective-C,PHP,,,,
Canada,6/10/2014,Manager of Developers or Team Leader,"$60,000 - $80,000",,,,Java,JavaScript,Node.js,,,,,,
Pakistan,2/5/2014,Manager of Developers or Team Leader,Rather not say,,,C#,,JavaScript,,,,,Ruby,SQL,
Poland,2/5/2014,Manager of Developers or Team Leader,,,,,,JavaScript,,,PHP,,,SQL,
Israel,11,Manager of Developers or Team Leader,,,,,Java,,,,,,,,Scala
India,11,Manager of Developers or Team Leader,"$20,000 - $40,000",C,C++,,Java,JavaScript,,,PHP,,,SQL,
Portugal,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,C++,,,,,,,,,,
Philippines,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,SQL,
United States,6/10/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
Germany,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,C#,,JavaScript,,,,,,SQL,
Canada,2/5/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",,,,Java,,,,,,,SQL,
Austria,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,C#,,JavaScript,,,,,,SQL,
Germany,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,,Java,JavaScript,Node.js,Objective-C,,,,SQL,
United States,11,Manager of Developers or Team Leader,">$140,000",,,,Java,JavaScript,,,,,Ruby,SQL,
Ukraine,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,SQL,
India,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,,Java,,,Objective-C,,,,,
Belarus,11,Manager of Developers or Team Leader,Rather not say,,,C#,,,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,C#,,JavaScript,,,,,,SQL,
Italy,11,Manager of Developers or Team Leader,"$40,000 - $60,000",C,C++,,Java,,,,,,,,
United States,11,Manager of Developers or Team Leader,"$100,000 - $120,000",C,C++,C#,Java,JavaScript,Node.js,Objective-C,,Python,,,
United States,6/10/2014,Manager of Developers or Team Leader,"$120,000 - $140,000",,,,Java,,,,,,,,
Spain,11,Manager of Developers or Team Leader,"$20,000 - $40,000",,,,Java,,,,,,,SQL,Delphi
Romania,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,C#,,JavaScript,,,,,,SQL,
Norway,11,Manager of Developers or Team Leader,">$140,000",,,,Java,JavaScript,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,C#,,,,Objective-C,,,,,
United States,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,,,,,Python,,,
Austria,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,,Java,JavaScript,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$60,000 - $80,000",,,,Java,JavaScript,,,PHP,,Ruby,SQL,"PERL, BASH"
Germany,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,,,,JavaScript,,,PHP,,,,
United States,6/10/2014,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,JavaScript,,,,,Ruby,,
Germany,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,,C#,,JavaScript,,,,,,SQL,delphi
United States,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,,,JavaScript,,,,,Ruby,,
India,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,,Java,,,,,,,,
Slovenia,11,Manager of Developers or Team Leader,Rather not say,C,C++,,,JavaScript,,,,,,SQL,Object Pascal
United Kingdom,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,C#,Java,JavaScript,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,JavaScript,Node.js,,PHP,,,,"golang, c"
United States,11,Manager of Developers or Team Leader,,,,,,,,,,,,,
United States,6/10/2014,Manager of Developers or Team Leader,">$140,000",,,,Java,JavaScript,,,,,,,
United States,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,JavaScript,,,,,,SQL,ILE RPG
United States,2/5/2014,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,JavaScript,,,,,Ruby,SQL,
United Kingdom,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,,,JavaScript,Node.js,,,Python,Ruby,SQL,
India,2/5/2014,Manager of Developers or Team Leader,Rather not say,,,,,JavaScript,Node.js,,PHP,,,SQL,jquery
Spain,11,Manager of Developers or Team Leader,Rather not say,C,,,,JavaScript,,,PHP,,,,shellscript
United Kingdom,11,Manager of Developers or Team Leader,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
Canada,6/10/2014,Manager of Developers or Team Leader,"$100,000 - $120,000",,C++,C#,,,,,,,,,
Belarus,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,,JavaScript,,,,,,SQL,
Canada,11,Manager of Developers or Team Leader,"$80,000 - $100,000",,C++,C#,,JavaScript,,,PHP,,,SQL,
United States,11,Manager of Developers or Team Leader,,C,C++,,,JavaScript,,,PHP,,,SQL,
Ireland,11,Manager of Developers or Team Leader,Rather not say,,,,Java,JavaScript,,,,,,SQL,
Morocco,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,,Java,JavaScript,Node.js,Objective-C,PHP,,,SQL,
Germany,11,Manager of Developers or Team Leader,"$60,000 - $80,000",,,C#,,,,,,,,SQL,
Turkey,11,Manager of Developers or Team Leader,Rather not say,,,C#,,JavaScript,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,Rather not say,,,,,,,,PHP,,,SQL,ActionScript 3.0
United States,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,,,JavaScript,,,PHP,Python,Ruby,SQL,
Sweden,11,Manager of Developers or Team Leader,Rather not say,,,C#,,JavaScript,,,,,,SQL,
Ireland,11,Manager of Developers or Team Leader,"$60,000 - $80,000",,,,,JavaScript,Node.js,,PHP,,,SQL,
Germany,11,Manager of Developers or Team Leader,,,,,Java,JavaScript,,,,,,SQL,
India,6/10/2014,Manager of Developers or Team Leader,"$40,000 - $60,000",,,,,,,,,,,SQL,
Spain,11,Manager of Developers or Team Leader,"$60,000 - $80,000",,,,Java,,,,,Python,,SQL,groovy
United States,11,Manager of Developers or Team Leader,"$80,000 - $100,000",,C++,C#,,,,,,Python,,SQL,
Israel,6/10/2014,Manager of Developers or Team Leader,"$60,000 - $80,000",,C++,C#,,,Node.js,,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,,Java,,,,,,,,
United States,11,Manager of Developers or Team Leader,Rather not say,,,,Java,JavaScript,,,,,,SQL,
France,11,Manager of Developers or Team Leader,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$80,000 - $100,000",,,,,JavaScript,,,PHP,,,SQL,
Bangladesh,2/5/2014,Manager of Developers or Team Leader,"<$20,000",,C++,C#,Java,JavaScript,,,,,,SQL,"Silverlight, MFC,"
Belgium,6/10/2014,Manager of Developers or Team Leader,"$40,000 - $60,000",,,C#,Java,JavaScript,,,,,,,
Slovenia,11,Manager of Developers or Team Leader,"$40,000 - $60,000",C,C++,C#,Java,JavaScript,Node.js,,,,,SQL,
Australia,11,Manager of Developers or Team Leader,">$140,000",,,C#,,JavaScript,,,PHP,,,SQL,
Romania,6/10/2014,Manager of Developers or Team Leader,"$40,000 - $60,000",C,,C#,,,,,,,,SQL,
Bulgaria,6/10/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",,,,Java,JavaScript,Node.js,,,Python,,SQL,
United Kingdom,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,C#,,JavaScript,,Objective-C,PHP,,,,
Croatia,11,Manager of Developers or Team Leader,"$20,000 - $40,000",,,,Java,JavaScript,Node.js,,,,,,Scala
United States,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,C++,C#,Java,,,,,Python,,SQL,
Pakistan,6/10/2014,Manager of Developers or Team Leader,"<$20,000",C,,,Java,JavaScript,,Objective-C,PHP,,,SQL,
Russia,11,Manager of Developers or Team Leader,Rather not say,C,C++,,Java,JavaScript,Node.js,Objective-C,,,,,
United Kingdom,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,Java,JavaScript,,,,,,SQL,
United Kingdom,6/10/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",,,,Java,JavaScript,,,,,,SQL,
Austria,11,Manager of Developers or Team Leader,Rather not say,,,,,JavaScript,,,,Python,,SQL,
Saudi Arabia,6/10/2014,Manager of Developers or Team Leader,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
Russia,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,C++,,,JavaScript,,,,,Ruby,,
United Kingdom,11,Manager of Developers or Team Leader,">$140,000",,,C#,,JavaScript,,,,,,,
United States,6/10/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",,,,,,,,,,Ruby,,
Austria,11,Manager of Developers or Team Leader,,,,C#,Java,,,,,,,SQL,
United States,2/5/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",C,C++,,,,,,,,,,
India,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,,,,JavaScript,,,,,,SQL,VB.Net
India,2/5/2014,Manager of Developers or Team Leader,"$60,000 - $80,000",,,,Java,,,,,,,,
Norway,11,Manager of Developers or Team Leader,,,,,,JavaScript,,,PHP,Python,,SQL,
Sweden,11,Manager of Developers or Team Leader,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
New Zealand,11,Manager of Developers or Team Leader,"$80,000 - $100,000",C,,,,,,,,Python,,SQL,
India,6/10/2014,Manager of Developers or Team Leader,"$20,000 - $40,000",,C++,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,,SQL,
United States,6/10/2014,Manager of Developers or Team Leader,"$100,000 - $120,000",,,,Java,JavaScript,,,,,,,Scala
United States,11,Manager of Developers or Team Leader,">$140,000",,,,Java,JavaScript,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,,,JavaScript,,,,,Ruby,SQL,
United States,11,Manager of Developers or Team Leader,,,,C#,,JavaScript,,,,Python,,SQL,
United States,11,Manager of Developers or Team Leader,"$60,000 - $80,000",,,,Java,JavaScript,,,,,,SQL,
France,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,,,Java,JavaScript,,,,,,SQL,
Canada,11,Manager of Developers or Team Leader,"$60,000 - $80,000",,,C#,,JavaScript,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,C#,,JavaScript,Node.js,,,,,,
Australia,11,Manager of Developers or Team Leader,Rather not say,,,,,JavaScript,,,,,,SQL,ColdFusion
Austria,6/10/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",,,C#,,JavaScript,Node.js,,,,,SQL,
United Kingdom,11,Manager of Developers or Team Leader,"$100,000 - $120,000",C,,,Java,JavaScript,,,,Python,,SQL,
Nepal,6/10/2014,Manager of Developers or Team Leader,"<$20,000",C,C++,C#,,,,,,,,,
United States,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,JavaScript,Node.js,Objective-C,,,,SQL,
United States,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,,C#,,,,,,,,SQL,F#
Slovenia,6/10/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",,,C#,,JavaScript,,,,,,SQL,
Slovenia,11,Manager of Developers or Team Leader,"$80,000 - $100,000",,,C#,Java,JavaScript,,,,,,SQL,
Israel,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,,,JavaScript,Node.js,Objective-C,,Python,,SQL,
Canada,11,Manager of Developers or Team Leader,,,,C#,,JavaScript,,,,,,,
Netherlands,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,,Java,JavaScript,,,,,,SQL,
Germany,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,,Java,,,,,,Ruby,,
Italy,2/5/2014,Manager of Developers or Team Leader,"<$20,000",,,,Java,JavaScript,,,PHP,,,SQL,
United Kingdom,11,Manager of Developers or Team Leader,"$60,000 - $80,000",,,C#,,,,,,,,,F#
France,11,Manager of Developers or Team Leader,"$80,000 - $100,000",C,C++,,,,,,,Python,,SQL,
Iran,11,Manager of Developers or Team Leader,"$40,000 - $60,000",,,,Java,JavaScript,,,,,,SQL,
United States,11,Manager of Developers or Team Leader,Rather not say,,,,,JavaScript,,,,,,,"Coldfusion, XSLT, ActionScript, VBA"
United States,6/10/2014,Manager of Developers or Team Leader,"$40,000 - $60,000",,,,Java,JavaScript,,Objective-C,PHP,,Ruby,SQL,
Germany,11,Manager of Developers or Team Leader,,,,,Java,,,,,,,,
United States,6/10/2014,Manager of Developers or Team Leader,"$100,000 - $120,000",,,C#,,JavaScript,Node.js,,,,,SQL,
France,6/10/2014,Manager of Developers or Team Leader,"$40,000 - $60,000",,,,Java,JavaScript,,,PHP,,,SQL,Groovy
Israel,11,Manager of Developers or Team Leader,"$100,000 - $120,000",,,,Java,,,,,Python,,SQL,
Canada,11,Manager of Developers or Team Leader,,C,C++,C#,,JavaScript,,,,,,,"vb-classic,vb-script,vb.net,C++/CLR,C++/CX,Postscript"
Poland,11,Manager of Developers or Team Leader,"$40,000 - $60,000",C,C++,,Java,,,,,,,SQL,
India,6/10/2014,Manager of Developers or Team Leader,Rather not say,,,,,JavaScript,,,PHP,,,,
United States,6/10/2014,Manager of Developers or Team Leader,"$80,000 - $100,000",,C++,C#,Java,JavaScript,,,,,,SQL,Groovy
United States,11,Manager of Developers or Team Leader,"$120,000 - $140,000",,,,,JavaScript,,Objective-C,,,Ruby,,
China,11,Manager of Developers or Team Leader,Rather not say,C,,C#,,JavaScript,,,,,,SQL,VBScript
